STATISTIC,Statistic Label,TLIST(W1),Week,Sex,C02076V03371,Age Group,UNIT,VALUE
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,205,0 - 4 years,Number,2465
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,245,5 - 9 years,Number,3792
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,265,10 - 14 years,Number,3801
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,300,15 - 19 years,Number,2842
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,365,20 - 24 years,Number,2106
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,410,25 - 29 years,Number,2494
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,440,30 - 34 years,Number,3250
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,460,35 - 39 years,Number,3668
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,475,40 - 44 years,Number,2899
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,495,45 - 49 years,Number,1975
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,515,50 - 54 years,Number,1334
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,530,55 - 59 years,Number,1004
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,550,60 - 64 years,Number,1151
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Both sexes,575,65 years and over,Number,1635
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,-,All ages,Number,11540
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,205,0 - 4 years,Number,1296
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,245,5 - 9 years,Number,1943
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,265,10 - 14 years,Number,1941
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,300,15 - 19 years,Number,1248
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,365,20 - 24 years,Number,495
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,410,25 - 29 years,Number,636
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,440,30 - 34 years,Number,775
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,460,35 - 39 years,Number,811
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,475,40 - 44 years,Number,646
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,495,45 - 49 years,Number,467
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,515,50 - 54 years,Number,306
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,530,55 - 59 years,Number,173
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,550,60 - 64 years,Number,359
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Male,575,65 years and over,Number,444
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,-,All ages,Number,22876
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,205,0 - 4 years,Number,1169
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,245,5 - 9 years,Number,1849
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,265,10 - 14 years,Number,1860
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,300,15 - 19 years,Number,1594
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,365,20 - 24 years,Number,1611
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,410,25 - 29 years,Number,1858
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,440,30 - 34 years,Number,2475
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,460,35 - 39 years,Number,2857
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,475,40 - 44 years,Number,2253
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,495,45 - 49 years,Number,1508
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,515,50 - 54 years,Number,1028
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,530,55 - 59 years,Number,831
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,550,60 - 64 years,Number,792
UA06C01,PPSN allocations to arrivals from Ukraine,2022W21,2022 May 29,Female,575,65 years and over,Number,1191
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,-,All ages,Number,35715
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,205,0 - 4 years,Number,2531
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,245,5 - 9 years,Number,3913
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,265,10 - 14 years,Number,3922
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,300,15 - 19 years,Number,2943
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,365,20 - 24 years,Number,2185
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,410,25 - 29 years,Number,2599
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,440,30 - 34 years,Number,3382
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,460,35 - 39 years,Number,3805
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,475,40 - 44 years,Number,3026
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,495,45 - 49 years,Number,2068
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,515,50 - 54 years,Number,1398
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,530,55 - 59 years,Number,1061
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,550,60 - 64 years,Number,1202
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Both sexes,575,65 years and over,Number,1680
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,-,All ages,Number,12034
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,205,0 - 4 years,Number,1325
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,245,5 - 9 years,Number,2001
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,265,10 - 14 years,Number,2006
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,300,15 - 19 years,Number,1294
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,365,20 - 24 years,Number,526
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,410,25 - 29 years,Number,681
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,440,30 - 34 years,Number,825
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,460,35 - 39 years,Number,858
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,475,40 - 44 years,Number,684
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,495,45 - 49 years,Number,489
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,515,50 - 54 years,Number,322
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,530,55 - 59 years,Number,187
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,550,60 - 64 years,Number,377
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Male,575,65 years and over,Number,459
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,-,All ages,Number,23681
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,205,0 - 4 years,Number,1206
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,245,5 - 9 years,Number,1912
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,265,10 - 14 years,Number,1916
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,300,15 - 19 years,Number,1649
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,365,20 - 24 years,Number,1659
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,410,25 - 29 years,Number,1918
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,440,30 - 34 years,Number,2557
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,460,35 - 39 years,Number,2947
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,475,40 - 44 years,Number,2342
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,495,45 - 49 years,Number,1579
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,515,50 - 54 years,Number,1076
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,530,55 - 59 years,Number,874
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,550,60 - 64 years,Number,825
UA06C01,PPSN allocations to arrivals from Ukraine,2022W22,2022 June 05,Female,575,65 years and over,Number,1221
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,-,All ages,Number,37385
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,205,0 - 4 years,Number,2625
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,245,5 - 9 years,Number,4094
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,265,10 - 14 years,Number,4091
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,300,15 - 19 years,Number,3077
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,365,20 - 24 years,Number,2275
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,410,25 - 29 years,Number,2708
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,440,30 - 34 years,Number,3542
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,460,35 - 39 years,Number,4018
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,475,40 - 44 years,Number,3177
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,495,45 - 49 years,Number,2172
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,515,50 - 54 years,Number,1483
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,530,55 - 59 years,Number,1124
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,550,60 - 64 years,Number,1259
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Both sexes,575,65 years and over,Number,1740
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,-,All ages,Number,12641
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,205,0 - 4 years,Number,1368
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,245,5 - 9 years,Number,2085
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,265,10 - 14 years,Number,2104
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,300,15 - 19 years,Number,1356
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,365,20 - 24 years,Number,558
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,410,25 - 29 years,Number,725
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,440,30 - 34 years,Number,877
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,460,35 - 39 years,Number,915
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,475,40 - 44 years,Number,726
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,495,45 - 49 years,Number,510
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,515,50 - 54 years,Number,344
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,530,55 - 59 years,Number,197
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,550,60 - 64 years,Number,400
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Male,575,65 years and over,Number,476
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,-,All ages,Number,24744
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,205,0 - 4 years,Number,1257
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,245,5 - 9 years,Number,2009
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,265,10 - 14 years,Number,1987
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,300,15 - 19 years,Number,1721
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,365,20 - 24 years,Number,1717
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,410,25 - 29 years,Number,1983
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,440,30 - 34 years,Number,2665
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,460,35 - 39 years,Number,3103
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,475,40 - 44 years,Number,2451
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,495,45 - 49 years,Number,1662
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,515,50 - 54 years,Number,1139
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,530,55 - 59 years,Number,927
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,550,60 - 64 years,Number,859
UA06C01,PPSN allocations to arrivals from Ukraine,2022W23,2022 June 12,Female,575,65 years and over,Number,1264
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,-,All ages,Number,38730
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,205,0 - 4 years,Number,2701
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,245,5 - 9 years,Number,4204
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,265,10 - 14 years,Number,4228
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,300,15 - 19 years,Number,3204
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,365,20 - 24 years,Number,2352
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,410,25 - 29 years,Number,2819
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,440,30 - 34 years,Number,3647
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,460,35 - 39 years,Number,4176
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,475,40 - 44 years,Number,3322
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,495,45 - 49 years,Number,2260
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,515,50 - 54 years,Number,1541
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,530,55 - 59 years,Number,1166
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,550,60 - 64 years,Number,1312
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Both sexes,575,65 years and over,Number,1798
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,-,All ages,Number,13137
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,205,0 - 4 years,Number,1407
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,245,5 - 9 years,Number,2141
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,265,10 - 14 years,Number,2164
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,300,15 - 19 years,Number,1407
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,365,20 - 24 years,Number,578
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,410,25 - 29 years,Number,770
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,440,30 - 34 years,Number,911
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,460,35 - 39 years,Number,969
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,475,40 - 44 years,Number,769
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,495,45 - 49 years,Number,540
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,515,50 - 54 years,Number,358
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,530,55 - 59 years,Number,203
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,550,60 - 64 years,Number,425
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Male,575,65 years and over,Number,495
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,-,All ages,Number,25593
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,205,0 - 4 years,Number,1294
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,245,5 - 9 years,Number,2063
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,265,10 - 14 years,Number,2064
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,300,15 - 19 years,Number,1797
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,365,20 - 24 years,Number,1774
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,410,25 - 29 years,Number,2049
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,440,30 - 34 years,Number,2736
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,460,35 - 39 years,Number,3207
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,475,40 - 44 years,Number,2553
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,495,45 - 49 years,Number,1720
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,515,50 - 54 years,Number,1183
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,530,55 - 59 years,Number,963
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,550,60 - 64 years,Number,887
UA06C01,PPSN allocations to arrivals from Ukraine,2022W24,2022 June 19,Female,575,65 years and over,Number,1303
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,-,All ages,Number,40317
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,205,0 - 4 years,Number,2800
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,245,5 - 9 years,Number,4348
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,265,10 - 14 years,Number,4400
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,300,15 - 19 years,Number,3343
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,365,20 - 24 years,Number,2468
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,410,25 - 29 years,Number,2926
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,440,30 - 34 years,Number,3793
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,460,35 - 39 years,Number,4358
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,475,40 - 44 years,Number,3452
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,495,45 - 49 years,Number,2355
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,515,50 - 54 years,Number,1614
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,530,55 - 59 years,Number,1219
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,550,60 - 64 years,Number,1372
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Both sexes,575,65 years and over,Number,1869
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,-,All ages,Number,13744
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,205,0 - 4 years,Number,1458
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,245,5 - 9 years,Number,2206
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,265,10 - 14 years,Number,2256
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,300,15 - 19 years,Number,1469
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,365,20 - 24 years,Number,630
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,410,25 - 29 years,Number,811
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,440,30 - 34 years,Number,958
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,460,35 - 39 years,Number,1022
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,475,40 - 44 years,Number,806
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,495,45 - 49 years,Number,579
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,515,50 - 54 years,Number,377
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,530,55 - 59 years,Number,212
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,550,60 - 64 years,Number,443
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Male,575,65 years and over,Number,517
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,-,All ages,Number,26573
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,205,0 - 4 years,Number,1342
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,245,5 - 9 years,Number,2142
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,265,10 - 14 years,Number,2144
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,300,15 - 19 years,Number,1874
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,365,20 - 24 years,Number,1838
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,410,25 - 29 years,Number,2115
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,440,30 - 34 years,Number,2835
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,460,35 - 39 years,Number,3336
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,475,40 - 44 years,Number,2646
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,495,45 - 49 years,Number,1776
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,515,50 - 54 years,Number,1237
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,530,55 - 59 years,Number,1007
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,550,60 - 64 years,Number,929
UA06C01,PPSN allocations to arrivals from Ukraine,2022W25,2022 June 26,Female,575,65 years and over,Number,1352
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,-,All ages,Number,41852
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,205,0 - 4 years,Number,2871
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,245,5 - 9 years,Number,4474
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,265,10 - 14 years,Number,4558
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,300,15 - 19 years,Number,3466
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,365,20 - 24 years,Number,2573
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,410,25 - 29 years,Number,3040
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,440,30 - 34 years,Number,3915
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,460,35 - 39 years,Number,4524
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,475,40 - 44 years,Number,3579
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,495,45 - 49 years,Number,2452
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,515,50 - 54 years,Number,1711
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,530,55 - 59 years,Number,1290
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,550,60 - 64 years,Number,1449
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Both sexes,575,65 years and over,Number,1950
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,-,All ages,Number,14330
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,205,0 - 4 years,Number,1494
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,245,5 - 9 years,Number,2268
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,265,10 - 14 years,Number,2336
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,300,15 - 19 years,Number,1527
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,365,20 - 24 years,Number,667
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,410,25 - 29 years,Number,857
UA06C01,PPSN allocations to arrivals from Ukraine,2022W26,2022 July 03,Male,440,30 - 34 years,Number,1007
